sent1,sent2,unicode,label,strategy,attribute,filename,emoji,separate_filenames
This is fog [EM] foggy [EM] multiply [EM] hundred_points.,This is heavy metal.,U+1F32B U+FE0F U+1F301 U+2716 U+FE0F U+1F4AF,0,6,THICKNESS,551.png,🌫️🌁✖️💯,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f301.png', 'noto-emoji/png/512/emoji_u2716.png', 'noto-emoji/png/512/emoji_u1f4af.png']"
This is sign_of_the_horns.,This is heavy load.,U+1F918,0,6,WEIGHT,537.png,🤘,['noto-emoji/png/512/emoji_u1f918.png']
This is person_lifting_weights [EM] gear.,This is heavy load.,U+1F3CB U+2699 U+FE0F,0,6,WEIGHT,538.png,🏋⚙️,"['noto-emoji/png/512/emoji_u1f3cb.png', 'noto-emoji/png/512/emoji_u2699.png']"
This is person_lifting_weights_light_skin_tone [EM] hammer_and_wrench [EM] anchor [EM] link [EM] nut_and_bolt [EM] crossed_swords.,This is heavy load.,U+1F3CB U+1F3FB U+1F6E0 U+FE0F U+2693 U+1F517 U+1F529 U+2694,0,6,WEIGHT,540.png,🏋🏻🛠️⚓🔗🔩⚔,"['noto-emoji/png/512/emoji_u1f3cb.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f6e0.png', 'noto-emoji/png/512/emoji_u2693.png', 'noto-emoji/png/512/emoji_u1f517.png', 'noto-emoji/png/512/emoji_u1f529.png', 'noto-emoji/png/512/emoji_u2694.png']"
This is hammer_and_pick [EM] chains.,This is heavy load.,U+2692 U+FE0F U+26D3 U+FE0F,0,6,WEIGHT,541.png,⚒️⛓️,"['noto-emoji/png/512/emoji_u2692.png', 'noto-emoji/png/512/emoji_u26d3.png']"
This is fog [EM] face_in_clouds.,This is heavy load.,U+1F32B U+FE0F U+1F636 U+200D U+1F32B,0,6,THICKNESS,554.png,🌫️😶‍🌫,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f636.png', 'noto-emoji/png/512/emoji_u1f32b.png']"
This is downcast_face_with_sweat [EM] face_in_clouds.,This is heavy load.,U+1F613 U+1F636 U+200D U+1F32B U+FE0F,0,6,THICKNESS,556.png,😓😶‍🌫️,"['noto-emoji/png/512/emoji_u1f613.png', 'noto-emoji/png/512/emoji_u1f636.png', 'noto-emoji/png/512/emoji_u1f32b.png']"
This is fog [EM] face_with_raised_eyebrow.,This is heavy load.,U+1F32B U+FE0F U+1F928,0,6,THICKNESS,555.png,🌫️🤨,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f928.png']"
This is balance_scale [EM] gear.,This is heavy fog.,U+2696 U+FE0F U+2699 U+FE0F,0,6,WEIGHT,543.png,⚖️⚙️,"['noto-emoji/png/512/emoji_u2696.png', 'noto-emoji/png/512/emoji_u2699.png']"
This is hammer_and_pick [EM] chains.,This is heavy fog.,U+2692 U+FE0F U+26D3 U+FE0F,0,6,WEIGHT,541.png,⚒️⛓️,"['noto-emoji/png/512/emoji_u2692.png', 'noto-emoji/png/512/emoji_u26d3.png']"
This is person_lifting_weights [EM] backpack.,This is heavy fog.,U+1F3CB U+1F392,0,6,WEIGHT,545.png,🏋🎒,"['noto-emoji/png/512/emoji_u1f3cb.png', 'noto-emoji/png/512/emoji_u1f392.png']"
This is downcast_face_with_sweat [EM] package.,This is heavy fog.,U+1F613 U+1F4E6,0,6,WEIGHT,549.png,😓📦,"['noto-emoji/png/512/emoji_u1f613.png', 'noto-emoji/png/512/emoji_u1f4e6.png']"
This is person_lifting_weights_light_skin_tone [EM] hammer_and_wrench [EM] anchor [EM] link [EM] nut_and_bolt [EM] crossed_swords.,This is heavy fog.,U+1F3CB U+1F3FB U+1F6E0 U+FE0F U+2693 U+1F517 U+1F529 U+2694,0,6,WEIGHT,540.png,🏋🏻🛠️⚓🔗🔩⚔,"['noto-emoji/png/512/emoji_u1f3cb.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f6e0.png', 'noto-emoji/png/512/emoji_u2693.png', 'noto-emoji/png/512/emoji_u1f517.png', 'noto-emoji/png/512/emoji_u1f529.png', 'noto-emoji/png/512/emoji_u2694.png']"
This is balance_scale [EM] link.,This is heavy fog.,U+2696 U+FE0F U+1F517,0,6,WEIGHT,539.png,⚖️🔗,"['noto-emoji/png/512/emoji_u2696.png', 'noto-emoji/png/512/emoji_u1f517.png']"
This is hammer_and_pick [EM] chains.,This is heavy fog.,U+2692 U+FE0F U+26D3 U+FE0F,0,6,WEIGHT,541.png,⚒️⛓️,"['noto-emoji/png/512/emoji_u2692.png', 'noto-emoji/png/512/emoji_u26d3.png']"
This is family_woman_woman_girl_girl [EM] family_man_man_girl_girl [EM] family_man_woman_girl_girl [EM] chart_increasing.,This is ample food.,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F4C8,0,6,SUFFICIENCY,626.png,👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is woman_gesturing_OK_light_skin_tone [EM] shorts.,This is ample food.,U+1F646 U+1F3FB U+200D U+2640 U+FE0F U+1FA73,0,6,SIZE,639.png,🙆🏻‍♀️🩳,"['noto-emoji/png/512/emoji_u1f646.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1fa73.png']"
This is smiling_face_with_smiling_eyes.,This is ample food.,U+1F60A,0,6,SIZE,633.png,😊,['noto-emoji/png/512/emoji_u1f60a.png']
This is pregnant_woman [EM] chart_increasing.,This is ample food.,U+1F930 U+1F4C8,0,6,SIZE,634.png,🤰📈,"['noto-emoji/png/512/emoji_u1f930.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is family_woman_woman_girl_girl [EM] family_man_man_girl_girl [EM] family_man_woman_girl_girl [EM] chart_increasing.,This is ample food.,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F4C8,0,6,SUFFICIENCY,626.png,👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is chart_decreasing [EM] clipboard [EM] check_mark_button.,This is ample food.,U+1F4C9 U+1F4CB U+2705,0,6,SUFFICIENCY,627.png,📉📋✅,"['noto-emoji/png/512/emoji_u1f4c9.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is OK_hand_light_skin_tone [EM] locked.,This is ample food.,U+1F44C U+1F3FB U+1F512,0,6,SUFFICIENCY,629.png,👌🏻🔒,"['noto-emoji/png/512/emoji_u1f44c.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f512.png']"
This is pinched_fingers_light_skin_tone [EM] dress.,This is ample supply.,U+1F90C U+1F3FB U+1F457,0,6,SIZE,637.png,🤌🏻👗,"['noto-emoji/png/512/emoji_u1f90c.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f457.png']"
This is hamburger [EM] hot_dog [EM] taco [EM] smiling_face_with_smiling_eyes.,This is ample supply.,U+1F354 U+1F32D U+1F32E U+1F60A,0,6,QUANTITY,617.png,🍔🌭🌮😊,"['noto-emoji/png/512/emoji_u1f354.png', 'noto-emoji/png/512/emoji_u1f32d.png', 'noto-emoji/png/512/emoji_u1f32e.png', 'noto-emoji/png/512/emoji_u1f60a.png']"
This is OK_hand_light_skin_tone [EM] fork_and_knife_with_plate [EM] red_apple.,This is ample supply.,U+1F44C U+1F3FB U+1F37D U+1F34E,0,6,QUANTITY,621.png,👌🏻🍽🍎,"['noto-emoji/png/512/emoji_u1f44c.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f37d.png', 'noto-emoji/png/512/emoji_u1f34e.png']"
This is OK_hand_light_skin_tone [EM] fork_and_knife_with_plate [EM] red_apple.,This is ample supply.,U+1F44C U+1F3FB U+1F37D U+1F34E,0,6,QUANTITY,621.png,👌🏻🍽🍎,"['noto-emoji/png/512/emoji_u1f44c.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f37d.png', 'noto-emoji/png/512/emoji_u1f34e.png']"
This is OK_hand_light_skin_tone [EM] fork_and_knife_with_plate [EM] red_apple.,This is ample supply.,U+1F44C U+1F3FB U+1F37D U+1F34E,0,6,QUANTITY,621.png,👌🏻🍽🍎,"['noto-emoji/png/512/emoji_u1f44c.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f37d.png', 'noto-emoji/png/512/emoji_u1f34e.png']"
This is open_hands [EM] pregnant_woman.,This is ample supply.,U+1F450 U+1F930,0,6,SIZE,640.png,👐🤰,"['noto-emoji/png/512/emoji_u1f450.png', 'noto-emoji/png/512/emoji_u1f930.png']"
This is pregnant_woman [EM] chart_increasing.,This is ample supply.,U+1F930 U+1F4C8,0,6,SIZE,634.png,🤰📈,"['noto-emoji/png/512/emoji_u1f930.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is OK_hand_light_skin_tone [EM] locked.,This is ample waistline.,U+1F44C U+1F3FB U+1F512,0,6,SUFFICIENCY,629.png,👌🏻🔒,"['noto-emoji/png/512/emoji_u1f44c.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f512.png']"
This is open_hands [EM] chart_increasing.,This is ample waistline.,U+1F450 U+1F4C8,0,6,SUFFICIENCY,632.png,👐📈,"['noto-emoji/png/512/emoji_u1f450.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is open_hands [EM] chart_increasing.,This is ample waistline.,U+1F450 U+1F4C8,0,6,SUFFICIENCY,632.png,👐📈,"['noto-emoji/png/512/emoji_u1f450.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is family_woman_woman_girl_girl [EM] family_man_man_girl_girl [EM] family_man_woman_girl_girl [EM] chart_increasing.,This is ample waistline.,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467 U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467 U+1F4C8,0,6,SUFFICIENCY,626.png,👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧📈,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is chart_decreasing [EM] clipboard [EM] check_mark_button.,This is ample waistline.,U+1F4C9 U+1F4CB U+2705,0,6,SUFFICIENCY,627.png,📉📋✅,"['noto-emoji/png/512/emoji_u1f4c9.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is chart_decreasing [EM] clipboard [EM] check_mark_button.,This is ample waistline.,U+1F4C9 U+1F4CB U+2705,0,6,SUFFICIENCY,627.png,📉📋✅,"['noto-emoji/png/512/emoji_u1f4c9.png', 'noto-emoji/png/512/emoji_u1f4cb.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is open_hands [EM] face_savoring_food.,This is ample waistline.,U+1F450 U+1F60B,0,6,QUANTITY,624.png,👐😋,"['noto-emoji/png/512/emoji_u1f450.png', 'noto-emoji/png/512/emoji_u1f60b.png']"
This is open_hands [EM] chart_increasing.,This is ample waistline.,U+1F450 U+1F4C8,0,6,SUFFICIENCY,632.png,👐📈,"['noto-emoji/png/512/emoji_u1f450.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is thumbs_up [EM] face_with_symbols_on_mouth.,This is remarkable sight.,U+1F44D U+1F92C,0,6,EFFICACY,1503.png,👍🤬,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f92c.png']"
This is face_with_steam_from_nose [EM] speaking_head [EM] speech_balloon.,This is remarkable sight.,U+1F624 U+1F5E3 U+FE0F U+1F4AC,0,6,EFFICACY,1504.png,😤🗣️💬,"['noto-emoji/png/512/emoji_u1f624.png', 'noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u1f4ac.png']"
This is thumbs_up [EM] angry_face [EM] pouting_face [EM] face_with_steam_from_nose.,This is remarkable sight.,U+1F44D U+1F620 U+1F621 U+1F624,0,6,EFFICACY,1506.png,👍😠😡😤,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f620.png', 'noto-emoji/png/512/emoji_u1f621.png', 'noto-emoji/png/512/emoji_u1f624.png']"
This is thumbs_up [EM] angry_face [EM] pouting_face [EM] face_with_steam_from_nose.,This is remarkable sight.,U+1F44D U+1F620 U+1F621 U+1F624,0,6,EFFICACY,1506.png,👍😠😡😤,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f620.png', 'noto-emoji/png/512/emoji_u1f621.png', 'noto-emoji/png/512/emoji_u1f624.png']"
This is thumbs_up [EM] face_with_symbols_on_mouth.,This is remarkable sight.,U+1F44D U+1F92C,0,6,EFFICACY,1503.png,👍🤬,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f92c.png']"
This is thumbs_up [EM] door.,This is remarkable sight.,U+1F44D U+1F6AA,0,6,EFFECTIVENESS,1511.png,👍🚪,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f6aa.png']"
This is thumbs_up [EM] door.,This is remarkable sight.,U+1F44D U+1F6AA,0,6,EFFECTIVENESS,1511.png,👍🚪,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f6aa.png']"
This is speaking_head [EM] deaf_woman [EM] thumbs_up.,This is remarkable sight.,U+1F5E3 U+FE0F U+1F9CF U+200D U+2640 U+FE0F U+1F44D,0,6,EFFICACY,1505.png,🗣️🧏‍♀️👍,"['noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u1f9cf.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f44d.png']"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,U+1F625 U+1F61F,0,6,DULLNESS,695.png,😥😟,"['noto-emoji/png/512/emoji_u1f625.png', 'noto-emoji/png/512/emoji_u1f61f.png']"
This is expressionless_face [EM] yawning_face [EM] tear-off_calendar.,This is dull mood.,U+1F611 U+1F971 U+1F4C6,0,6,DULLNESS,689.png,😑🥱📆,"['noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1f971.png', 'noto-emoji/png/512/emoji_u1f4c6.png']"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,U+1F625 U+1F61F,0,6,DULLNESS,695.png,😥😟,"['noto-emoji/png/512/emoji_u1f625.png', 'noto-emoji/png/512/emoji_u1f61f.png']"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,U+1F625 U+1F61F,0,6,DULLNESS,695.png,😥😟,"['noto-emoji/png/512/emoji_u1f625.png', 'noto-emoji/png/512/emoji_u1f61f.png']"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,U+1F625 U+1F61F,0,6,DULLNESS,695.png,😥😟,"['noto-emoji/png/512/emoji_u1f625.png', 'noto-emoji/png/512/emoji_u1f61f.png']"
This is fog [EM] coin.,This is dull mood.,U+1F32B U+FE0F U+1FA99,0,6,LUMINOSITY,688.png,🌫️🪙,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1fa99.png']"
This is sad_but_relieved_face [EM] worried_face.,This is dull mood.,U+1F625 U+1F61F,0,6,DULLNESS,695.png,😥😟,"['noto-emoji/png/512/emoji_u1f625.png', 'noto-emoji/png/512/emoji_u1f61f.png']"
This is fog.,This is dull mood.,U+1F32B,0,6,LUMINOSITY,675.png,🌫,['noto-emoji/png/512/emoji_u1f32b.png']
This is expressionless_face [EM] yawning_face [EM] tear-off_calendar.,This is dull play.,U+1F611 U+1F971 U+1F4C6,0,6,DULLNESS,689.png,😑🥱📆,"['noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1f971.png', 'noto-emoji/png/512/emoji_u1f4c6.png']"
This is expressionless_face [EM] yawning_face [EM] tear-off_calendar.,This is dull play.,U+1F611 U+1F971 U+1F4C6,0,6,DULLNESS,689.png,😑🥱📆,"['noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1f971.png', 'noto-emoji/png/512/emoji_u1f4c6.png']"
This is black_small_square [EM] ring.,This is dull play.,U+25AA U+FE0F U+1F48D,0,6,LUMINOSITY,686.png,▪️💍,"['noto-emoji/png/512/emoji_u25aa.png', 'noto-emoji/png/512/emoji_u1f48d.png']"
This is thumbs_down [EM] glowing_star.,This is dull play.,U+1F44E U+1F31F,0,6,LUMINOSITY,702.png,👎🌟,"['noto-emoji/png/512/emoji_u1f44e.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is fog [EM] 2nd_place_medal.,This is dull play.,U+1F32B U+FE0F U+1F948,0,6,LUMINOSITY,681.png,🌫️🥈,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f948.png']"
This is fog [EM] star.,This is dull play.,U+1F32B U+FE0F U+2B50,0,6,LUMINOSITY,704.png,🌫️⭐,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u2b50.png']"
This is thumbs_down [EM] glowing_star.,This is dull play.,U+1F44E U+1F31F,0,6,LUMINOSITY,702.png,👎🌟,"['noto-emoji/png/512/emoji_u1f44e.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is fog [EM] glowing_star.,This is dull play.,U+1F32B U+FE0F U+1F31F,0,6,LUMINOSITY,697.png,🌫️🌟,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is light_bulb [EM] cross_mark [EM] glowing_star.,This is dull sky.,U+1F4A1 U+274C U+FE0F U+1F31F,0,6,LUMINOSITY,699.png,💡❌️🌟,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is thumbs_down [EM] glowing_star.,This is dull sky.,U+1F44E U+1F31F,0,6,LUMINOSITY,702.png,👎🌟,"['noto-emoji/png/512/emoji_u1f44e.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is downcast_face_with_sweat.,This is dull sky.,U+1F613,0,6,DULLNESS,664.png,😓,['noto-emoji/png/512/emoji_u1f613.png']
This is 2nd_place_medal [EM] pensive_face.,This is dull sky.,U+1F948 U+1F614,0,6,LUMINOSITY,687.png,🥈😔,"['noto-emoji/png/512/emoji_u1f948.png', 'noto-emoji/png/512/emoji_u1f614.png']"
This is 2nd_place_medal [EM] gear [EM] new_moon.,This is dull sky.,U+1F948 U+2699 U+FE0F U+1F311,0,6,LUMINOSITY,685.png,🥈⚙️🌑,"['noto-emoji/png/512/emoji_u1f948.png', 'noto-emoji/png/512/emoji_u2699.png', 'noto-emoji/png/512/emoji_u1f311.png']"
This is light_bulb [EM] sunglasses [EM] unamused_face.,This is dull sky.,U+1F4A1 U+1F576 U+FE0F U+1F612,0,6,LUMINOSITY,701.png,💡🕶️😒,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u1f576.png', 'noto-emoji/png/512/emoji_u1f612.png']"
This is 2nd_place_medal [EM] pensive_face.,This is dull sky.,U+1F948 U+1F614,0,6,LUMINOSITY,687.png,🥈😔,"['noto-emoji/png/512/emoji_u1f948.png', 'noto-emoji/png/512/emoji_u1f614.png']"
This is fog [EM] 2nd_place_medal.,This is dull sky.,U+1F32B U+FE0F U+1F948,0,6,LUMINOSITY,681.png,🌫️🥈,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f948.png']"
This is expressionless_face [EM] pinata [EM] teddy_bear.,This is dull silver.,U+1F611 U+1FA85 U+1F9F8,0,6,INTEREST,666.png,😑🪅🧸,"['noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1fa85.png', 'noto-emoji/png/512/emoji_u1f9f8.png']"
This is light_bulb [EM] cross_mark [EM] glowing_star.,This is dull silver.,U+1F4A1 U+274C U+FE0F U+1F31F,0,6,LUMINOSITY,699.png,💡❌️🌟,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is light_bulb [EM] cross_mark [EM] glowing_star.,This is dull silver.,U+1F4A1 U+274C U+FE0F U+1F31F,0,6,LUMINOSITY,699.png,💡❌️🌟,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is unamused_face [EM] fog.,This is dull silver.,U+1F612 U+1F32B U+FE0F,0,6,LUMINOSITY,677.png,😒🌫️,"['noto-emoji/png/512/emoji_u1f612.png', 'noto-emoji/png/512/emoji_u1f32b.png']"
This is light_bulb [EM] cross_mark [EM] glowing_star.,This is dull silver.,U+1F4A1 U+274C U+FE0F U+1F31F,0,6,LUMINOSITY,699.png,💡❌️🌟,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is expressionless_face [EM] yawning_face [EM] soccer_ball.,This is dull silver.,U+1F611 U+1F971 U+26BD,0,6,INTEREST,665.png,😑🥱⚽,"['noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1f971.png', 'noto-emoji/png/512/emoji_u26bd.png']"
This is new_moon [EM] night_with_stars.,This is dull silver.,U+1F311 U+1F303,0,6,LIGHT,175.png,🌑🌃,"['noto-emoji/png/512/emoji_u1f311.png', 'noto-emoji/png/512/emoji_u1f303.png']"
This is cross_mark [EM] light_bulb [EM] candle.,This is dull silver.,U+274C U+1F4A1 U+1F56F U+FE0F,0,6,LUMINOSITY,703.png,❌💡🕯️,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u1f56f.png']"
This is 2nd_place_medal [EM] gear [EM] new_moon.,This is dull day.,U+1F948 U+2699 U+FE0F U+1F311,0,6,LUMINOSITY,685.png,🥈⚙️🌑,"['noto-emoji/png/512/emoji_u1f948.png', 'noto-emoji/png/512/emoji_u2699.png', 'noto-emoji/png/512/emoji_u1f311.png']"
This is new_moon [EM] night_with_stars.,This is dull day.,U+1F311 U+1F303,0,6,LIGHT,175.png,🌑🌃,"['noto-emoji/png/512/emoji_u1f311.png', 'noto-emoji/png/512/emoji_u1f303.png']"
This is thumbs_down [EM] glowing_star.,This is dull day.,U+1F44E U+1F31F,0,6,LUMINOSITY,702.png,👎🌟,"['noto-emoji/png/512/emoji_u1f44e.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
This is new_moon [EM] night_with_stars.,This is dull day.,U+1F311 U+1F303,0,6,LIGHT,175.png,🌑🌃,"['noto-emoji/png/512/emoji_u1f311.png', 'noto-emoji/png/512/emoji_u1f303.png']"
This is fog [EM] coin.,This is dull day.,U+1F32B U+FE0F U+1FA99,0,6,LUMINOSITY,688.png,🌫️🪙,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1fa99.png']"
This is new_moon [EM] night_with_stars.,This is dull day.,U+1F311 U+1F303,0,6,LIGHT,175.png,🌑🌃,"['noto-emoji/png/512/emoji_u1f311.png', 'noto-emoji/png/512/emoji_u1f303.png']"
This is pensive_face [EM] sleepy_face.,This is dull day.,U+1F614 U+1F62A,0,6,DULLNESS,663.png,😔😪,"['noto-emoji/png/512/emoji_u1f614.png', 'noto-emoji/png/512/emoji_u1f62a.png']"
This is expressionless_face [EM] pinata [EM] teddy_bear.,This is dull day.,U+1F611 U+1FA85 U+1F9F8,0,6,INTEREST,666.png,😑🪅🧸,"['noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1fa85.png', 'noto-emoji/png/512/emoji_u1f9f8.png']"
This is fog [EM] fork_and_knife [EM] spoon.,This is dull glow.,U+1F32B U+FE0F U+1F374 U+1F944,0,6,LUMINOSITY,682.png,🌫️🍴🥄,"['noto-emoji/png/512/emoji_u1f32b.png', 'noto-emoji/png/512/emoji_u1f374.png', 'noto-emoji/png/512/emoji_u1f944.png']"
This is 2nd_place_medal [EM] gear [EM] new_moon.,This is dull glow.,U+1F948 U+2699 U+FE0F U+1F311,0,6,LUMINOSITY,685.png,🥈⚙️🌑,"['noto-emoji/png/512/emoji_u1f948.png', 'noto-emoji/png/512/emoji_u2699.png', 'noto-emoji/png/512/emoji_u1f311.png']"
This is ring [EM] cross_mark [EM] glowing_star.,This is dull glow.,U+1F48D U+274C U+FE0F U+1F31F,0,6,LUMINOSITY,683.png,💍❌️🌟,"['noto-emoji/png/512/emoji_u1f48d.png', 'noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f31f.png']"
