EN,EM,Description,Composition strategy,Attribute,positional sensitivity
effective reprimand,👍🤬,"[':thumbs_up:', ':face_with_symbols_on_mouth:']",Direct,EFFICACY,3
effective reprimand,😤🗣️💬,"[':face_with_steam_from_nose:', ':speaking_head:', ':speech_balloon:']",Metaphorical,EFFICACY,4
effective reprimand,🗣️🧏‍♀️👍,"[':speaking_head:', ':deaf_woman:', ':thumbs_up:']",Direct,EFFICACY,4
effective reprimand,👍😠😡😤,"[':thumbs_up:', ':angry_face:', ':pouting_face:', ':face_with_steam_from_nose:']",Direct,EFFICACY,2
effective reprimand,😤😤😔😔😔😥,"[':face_with_steam_from_nose:', ':face_with_steam_from_nose:', ':pensive_face:', ':pensive_face:', ':pensive_face:', ':sad_but_relieved_face:']",Metaphorical,EFFICACY,3
effective reprimand,😡👍,"[':pouting_face:', ':thumbs_up:']",Direct,EFFICACY,3
effective reprimand,💨🤬,"[':dashing_away:', ':face_with_symbols_on_mouth:']",Metaphorical,EFFICACY,3
effective reprimand,👍😤,"[':thumbs_up:', ':face_with_steam_from_nose:']",Direct,EFFICACY,3
effective entrance,👍🚪,"[':thumbs_up:', ':door:']",Direct,EFFECTIVENESS,3
effective entrance,👍🚪🧑,"[':thumbs_up:', ':door:', ':person:']",Direct,EFFECTIVENESS,3
effective entrance,💃👏,"[':woman_dancing:', ':clapping_hands:']",Metaphorical,EFFECTIVENESS,3
effective entrance,👍🚪,"[':thumbs_up:', ':door:']",Direct,EFFECTIVENESS,3
effective entrance,🚪🥂,"[':door:', ':clinking_glasses:']",Metaphorical,EFFECTIVENESS,3
effective entrance,👍➡️,"[':thumbs_up:', ':right_arrow:']",Metaphorical,EFFECTIVENESS,3
effective entrance,💨🚪,"[':dashing_away:', ':door:']",Metaphorical,EFFECTIVENESS,3
effective entrance,👍🚪🔓,"[':thumbs_up:', ':door:', ':unlocked:']",Direct,EFFECTIVENESS,4
foreign accent,✈️🗣️,"[':airplane:', ':speaking_head:']",Direct,FOREIGNNESS,3
foreign accent,👽🗣️,"[':alien:', ':speaking_head:']",Direct,FOREIGNNESS,3
foreign accent,🇻🇪🇲🇪🇲🇲🎙🗣,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':studio_microphone:', ':speaking_head:']",Metaphorical,FOREIGNNESS,2
foreign accent,🔊🤔❓❓,"[':speaker_high_volume:', ':thinking_face:', ':red_question_mark:', ':red_question_mark:']",Metaphorical,FOREIGNNESS,3
foreign accent,🇫🇷🇯🇵👩‍🦱,"[':France:', ':Japan:', ':woman_curly_hair:']",Metaphorical,FOREIGNNESS,3
foreign accent,✈️🗣️👂,"[':airplane:', ':speaking_head:', ':ear:']",Direct,FOREIGNNESS,4
foreign accent,🗣️🤷‍♀️,"[':speaking_head:', ':woman_shrugging:']",Metaphorical,FOREIGNNESS,3
foreign accent,🌏🗣,"[':globe_showing_Asia-Australia:', ':speaking_head:']",Direct,FOREIGNNESS,3
foreign nation,✈️🗺️,"[':airplane:', ':world_map:']",Metaphorical,FOREIGNNESS,3
foreign nation,👽🇺🇳,"[':alien:', ':United_Nations:']",Direct,FOREIGNNESS,3
foreign nation,🇻🇪🇲🇪🇲🇲🇺🇳,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':United_Nations:']",Semantic list,FOREIGNNESS,1
foreign nation,❓❓🇧🇱🇲🇵🇩🇬🇹🇦,"[':red_question_mark:', ':red_question_mark:', ':St._Barthélemy:', ':Northern_Mariana_Islands:', ':Diego_Garcia:', ':Tristan_da_Cunha:']",Direct,FOREIGNNESS,2
foreign nation,🇦🇫🇦🇽🇦🇱,"[':Afghanistan:', ':Åland_Islands:', ':Albania:']",Semantic list,FOREIGNNESS,1
foreign nation,✈️🏝️,"[':airplane:', ':desert_island:']",Metaphorical,FOREIGNNESS,3
foreign nation,🧳🇮🇴🇧🇦🇬🇾🇬🇶🎌🇬🇪,"[':luggage:', ':British_Indian_Ocean_Territory:', ':Bosnia_&_Herzegovina:', ':Guyana:', ':Equatorial_Guinea:', ':crossed_flags:', ':Georgia:']",Semantic list,FOREIGNNESS,1
foreign nation,🌏🇬🇧,"[':globe_showing_Asia-Australia:', ':United_Kingdom:']",Semantic list,FOREIGNNESS,2
foreign city,✈️🏙️,"[':airplane:', ':cityscape:']",Metaphorical,UNFAMILIARITY,3
foreign city,👽🏙️,"[':alien:', ':cityscape:']",Direct,UNFAMILIARITY,3
foreign city,🇻🇪🇲🇪🇲🇲🌆,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':cityscape_at_dusk:']",Semantic list,UNFAMILIARITY,1
foreign city,❓❓🌆,"[':red_question_mark:', ':red_question_mark:', ':cityscape_at_dusk:']",Direct,UNFAMILIARITY,2
foreign city,🇨🇿🇬🇪🇬🇭,"[':Czechia:', ':Georgia:', ':Ghana:']",Semantic list,UNFAMILIARITY,1
foreign city,✈️🏝️,"[':airplane:', ':desert_island:']",Metaphorical,UNFAMILIARITY,3
foreign city,🧳🇮🇴,"[':luggage:', ':British_Indian_Ocean_Territory:']",Metaphorical,UNFAMILIARITY,3
foreign city,🌏🏙,"[':globe_showing_Asia-Australia:', ':cityscape:']",Metaphorical,UNFAMILIARITY,3
exotic cuisine,👌🍽️,"[':OK_hand:', ':fork_and_knife_with_plate:']",Metaphorical,FOREIGNNESS,3
exotic cuisine,👽🥘,"[':alien:', ':shallow_pan_of_food:']",Direct,FOREIGNNESS,3
exotic cuisine,🇻🇪🇲🇪🇲🇲🌮🍱🍣,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':taco:', ':bento_box:', ':sushi:']",Metaphorical,FOREIGNNESS,2
exotic cuisine,😈🥙,"[':smiling_face_with_horns:', ':stuffed_flatbread:']",Metaphorical,FOREIGNNESS,3
exotic cuisine,🍱🥐🍕,"[':bento_box:', ':croissant:', ':pizza:']",Semantic list,FOREIGNNESS,1
exotic cuisine,🤯👄🥤🍞,"[':exploding_head:', ':mouth:', ':cup_with_straw:', ':bread:']",Metaphorical,FOREIGNNESS,2
exotic cuisine,🤔🧑‍🍳🌮,"[':thinking_face:', ':cook:', ':taco:']",Metaphorical,FOREIGNNESS,3
exotic cuisine,🌏🥂,"[':globe_showing_Asia-Australia:', ':clinking_glasses:']",Direct,FOREIGNNESS,3
delicate china,❗🇨🇳,"[':red_exclamation_mark:', ':China:']",Direct,STRENGTH,3
delicate china,⚠️📦🍽️,"[':warning:', ':package:', ':fork_and_knife_with_plate:']",Metaphorical,STRENGTH,4
delicate china,❌💪🏻🇨🇳☕️,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':China:', ':hot_beverage:', '']",Metaphorical,STRENGTH,4
delicate china,💪🇨🇳,"[':flexed_biceps:', ':China:']",Direct,STRENGTH,3
delicate china,🇨🇳😁👍,"[':China:', ':beaming_face_with_smiling_eyes:', ':thumbs_up:']",Direct,STRENGTH,2
delicate china,🫖🍽️🇨🇳,"[':teapot:', ':fork_and_knife_with_plate:', ':China:']",Semantic list,STRENGTH,2
delicate china,🍽️🙌,"[':fork_and_knife_with_plate:', ':raising_hands:']",Metaphorical,STRENGTH,3
delicate china,🤔🇨🇳,"[':thinking_face:', ':China:']",Direct,STRENGTH,3
delicate wing,🛑🐝,"[':stop_sign:', ':honeybee:']",Metaphorical,STRENGTH,4
delicate wing,⚠️📦🐣,"[':warning:', ':package:', ':hatching_chick:']",Metaphorical,STRENGTH,4
delicate wing,❌💪🏻🦋,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':butterfly:']",Direct,STRENGTH,4
delicate wing,🐣💸,"[':hatching_chick:', ':money_with_wings:']",Metaphorical,STRENGTH,4
delicate wing,🌬️🪡🚣,"[':wind_face:', ':sewing_needle:', ':person_rowing_boat:']",Metaphorical,STRENGTH,3
delicate wing,🦅🕊️,"[':eagle:', ':dove:']",Semantic list,STRENGTH,1
delicate wing,🦋,[':butterfly:'],Single,STRENGTH,1
delicate wing,🤔🕊,"[':thinking_face:', ':dove:']",Metaphorical,STRENGTH,3
delicate negotiation,❕💬,"[':white_exclamation_mark:', ':speech_balloon:']",Direct,DIFFICULTY,3
delicate negotiation,⚠️📦🗣️💬,"[':warning:', ':package:', ':speaking_head:', ':speech_balloon:']",Direct,DIFFICULTY,4
delicate negotiation,🧘🕊☮️🗣,"[':person_in_lotus_position:', ':dove:', ':peace_symbol:', ':speaking_head:']",Metaphorical,DIFFICULTY,3
delicate negotiation,‼️🗣️,"[':double_exclamation_mark:', ':speaking_head:']",Direct,DIFFICULTY,3
delicate negotiation,🗣️😃,"[':speaking_head:', ':grinning_face_with_big_eyes:']",Metaphorical,DIFFICULTY,3
delicate negotiation,🤝🕊️☮️,"[':handshake:', ':dove:', ':peace_symbol:']",Metaphorical,DIFFICULTY,3
delicate negotiation,🙋🧏‍♂️🙎‍♂️🙋‍♂️🧏🙎,"[':person_raising_hand:', ':deaf_man:', ':man_pouting:', ':man_raising_hand:', ':deaf_person:', ':person_pouting:']",Metaphorical,DIFFICULTY,2
delicate negotiation,🤔👥,"[':thinking_face:', ':busts_in_silhouette:']",Metaphorical,DIFFICULTY,3
delicate flavor,💞🍜,"[':revolving_hearts:', ':steaming_bowl:']",Metaphorical,STRENGTH,3
delicate flavor,⚠️📦😋,"[':warning:', ':package:', ':face_savoring_food:']",Metaphorical,STRENGTH,4
delicate flavor,❌🌶👅,"[':cross_mark:', ':hot_pepper:', ':tongue:']",Direct,STRENGTH,4
delicate flavor,😈😝,"[':smiling_face_with_horns:', ':squinting_face_with_tongue:']",Metaphorical,STRENGTH,3
delicate flavor,😝😋,"[':squinting_face_with_tongue:', ':face_savoring_food:']",Metaphorical,STRENGTH,2
delicate flavor,😋👍,"[':face_savoring_food:', ':thumbs_up:']",Metaphorical,STRENGTH,3
delicate flavor,👅 🤔,"[':tongue:', ':thinking_face:']",Metaphorical,STRENGTH,3
delicate flavor,😋🤔,"[':face_savoring_food:', ':thinking_face:']",Metaphorical,STRENGTH,3
fresh bread,😀🍞,"[':grinning_face:', ':bread:']",Metaphorical,FRESHNESS,3
fresh bread,🎛️⏰🍞♨️,"[':control_knobs:', ':alarm_clock:', ':bread:', ':hot_springs:']",Metaphorical,FRESHNESS,4
fresh bread,🆕🍞,"[':NEW_button:', ':bread:']",Direct,FRESHNESS,2
fresh bread,✨🍞,"[':sparkles:', ':bread:']",Metaphorical,FRESHNESS,2
fresh bread,🍞⏲️♨️,"[':bread:', ':timer_clock:', ':hot_springs:']",Metaphorical,FRESHNESS,4
fresh bread,🧼🍞,"[':soap:', ':bread:']",Direct,FRESHNESS,2
fresh bread,👨‍🍳⌛🍞,"[':man_cook:', ':hourglass_done:', ':bread:']",Metaphorical,FRESHNESS,4
fresh bread,🧑‍🍳🍞,"[':cook:', ':bread:']",Metaphorical,FRESHNESS,3
fresh bread,😋🍞,"[':face_savoring_food:', ':bread:']",Metaphorical,FRESHNESS,3
fresh scent,🌬👃👌😌,"[':wind_face:', ':nose:', ':OK_hand:', ':relieved_face:']",Metaphorical,FRESHNESS,4
fresh scent,💨👃😃,"[':dashing_away:', ':nose:', ':grinning_face_with_big_eyes:']",Metaphorical,FRESHNESS,3
fresh scent,🆕👃,"[':NEW_button:', ':nose:']",Direct,FRESHNESS,2
fresh scent,✨💨😍,"[':sparkles:', ':dashing_away:', ':smiling_face_with_heart-eyes:']",Metaphorical,FRESHNESS,2
fresh scent,🍊🍋👃,"[':tangerine:', ':lemon:', ':nose:']",Metaphorical,FRESHNESS,2
fresh scent,🧼👃💨,"[':soap:', ':nose:', ':dashing_away:']",Direct,FRESHNESS,3
fresh scent,👦🚿🧼🌺,"[':boy:', ':shower:', ':soap:', ':hibiscus:']",Semantic list,FRESHNESS,3
fresh scent,🌬️,[':wind_face:'],Single,FRESHNESS,1
fresh scent,😋👃,"[':face_savoring_food:', ':nose:']",Metaphorical,FRESHNESS,3
fresh lettuce,🥬,[':leafy_green:'],Single,FRESHNESS,1
fresh lettuce,👩‍🌾🥬,"[':woman_farmer:', ':leafy_green:']",Metaphorical,FRESHNESS,3
fresh lettuce,🆕🥬,"[':NEW_button:', ':leafy_green:']",Direct,FRESHNESS,2
fresh lettuce,✨🥬,"[':sparkles:', ':leafy_green:']",Metaphorical,FRESHNESS,2
fresh lettuce,👨‍🌾🥬,"[':man_farmer:', ':leafy_green:']",Metaphorical,FRESHNESS,3
fresh lettuce,🧼🥬,"[':soap:', ':leafy_green:']",Direct,FRESHNESS,2
fresh lettuce,🍃🥬🍃,"[':leaf_fluttering_in_wind:', ':leafy_green:', ':leaf_fluttering_in_wind:']",Metaphorical,FRESHNESS,2
fresh lettuce,🧑‍🌾 🥬🥬,"[':farmer:', ':leafy_green:', ':leafy_green:']",Metaphorical,FRESHNESS,2
fresh lettuce,😋🥬,"[':face_savoring_food:', ':leafy_green:']",Metaphorical,FRESHNESS,3
fresh air,🌬😮‍💨,"[':wind_face:', ':face_exhaling:']",Metaphorical,PURITY,3
fresh air,🌍👍💨✖️🚬,"[':globe_showing_Europe-Africa:', ':thumbs_up:', ':dashing_away:', ':multiply:', ':cigarette:']",Metaphorical,PURITY,4
fresh air,🆕✈️,"[':NEW_button:', ':airplane:']",Direct,PURITY,2
fresh air,🌬️✨,"[':wind_face:', ':sparkles:']",Metaphorical,PURITY,2
fresh air,💨👃🚭,"[':dashing_away:', ':nose:', ':no_smoking:']",Metaphorical,PURITY,4
fresh air,🧼💨,"[':soap:', ':dashing_away:']",Direct,PURITY,2
fresh air,☀️⛰️💨🍃🍃,"[':sun:', ':mountain:', ':dashing_away:', ':leaf_fluttering_in_wind:', ':leaf_fluttering_in_wind:']",Metaphorical,PURITY,2
fresh air,🌬️,[':wind_face:'],Single,PURITY,1
fresh air,😋🌪️,"[':face_savoring_food:', ':tornado:']",Direct,PURITY,3
sound explanation,🗣🧏‍♀️,"[':speaking_head:', ':deaf_woman:']",Metaphorical,REASONABLENESS,4
sound explanation,🤔🧠🔊🗣️☺️👍,"[':thinking_face:', ':brain:', ':speaker_high_volume:', ':speaking_head:', ':smiling_face:', ':thumbs_up:']",Metaphorical,REASONABLENESS,4
sound explanation,👍🗣️,"[':thumbs_up:', ':speaking_head:']",Direct,REASONABLENESS,3
sound explanation,🗣️👂👍,"[':speaking_head:', ':ear:', ':thumbs_up:']",Metaphorical,REASONABLENESS,4
sound explanation,🤔 🧠🗣️ 🙂🆗,"[':thinking_face:', ':brain:', ':speaking_head:', ':slightly_smiling_face:', ':OK_button:']",Metaphorical,REASONABLENESS,4
sound explanation,🔈🗣,"[':speaker_low_volume:', ':speaking_head:']",Direct,REASONABLENESS,3
sound explanation,🧑‍🏫🗣️,"[':teacher:', ':speaking_head:']",Metaphorical,REASONABLENESS,3
sound explanation,🙋🧏‍♀️👍,"[':person_raising_hand:', ':deaf_woman:', ':thumbs_up:']",Metaphorical,REASONABLENESS,4
sound explanation,👂🗣️,"[':ear:', ':speaking_head:']",Metaphorical,REASONABLENESS,3
sound approach,🧐,[':face_with_monocle:'],Single,REASONABLENESS,1
sound approach,🧠🔊🚶,"[':brain:', ':speaker_high_volume:', ':person_walking:']",Direct,REASONABLENESS,4
sound approach,👍⏩,"[':thumbs_up:', ':fast-forward_button:']",Metaphorical,REASONABLENESS,3
sound approach,💯💡,"[':hundred_points:', ':light_bulb:']",Direct,REASONABLENESS,3
sound approach,🔊🚶,"[':speaker_high_volume:', ':person_walking:']",Direct,REASONABLENESS,3
sound approach,🔈➡️⤵️,"[':speaker_low_volume:', ':right_arrow:', ':right_arrow_curving_down:']",Direct,REASONABLENESS,5
sound approach,👦🔍📝,"[':boy:', ':magnifying_glass_tilted_left:', ':memo:']",Metaphorical,REASONABLENESS,3
sound approach,👍✍️📑,"[':thumbs_up:', ':writing_hand:', ':bookmark_tabs:']",Direct,REASONABLENESS,3
sound approach,👂📋,"[':ear:', ':clipboard:']",Direct,REASONABLENESS,3
sound thrashing,😵‍💫,[':face_with_spiral_eyes:'],Single,COMPLETENESS,1
sound thrashing,🔊👊,"[':speaker_high_volume:', ':oncoming_fist:']",Direct,COMPLETENESS,3
sound thrashing,👍🗑️,"[':thumbs_up:', ':wastebasket:']",Direct,COMPLETENESS,3
sound thrashing,🗣️🗑️,"[':speaking_head:', ':wastebasket:']",Direct,COMPLETENESS,3
sound thrashing,🔊🥊,"[':speaker_high_volume:', ':boxing_glove:']",Direct,COMPLETENESS,3
sound thrashing,🔈🗑🚮,"[':speaker_low_volume:', ':wastebasket:', ':litter_in_bin_sign:']",Direct,COMPLETENESS,3
sound thrashing,😡🧹😭,"[':pouting_face:', ':broom:', ':loudly_crying_face:']",Metaphorical,COMPLETENESS,4
sound thrashing,🔊🙅,"[':speaker_high_volume:', ':person_gesturing_NO:']",Direct,COMPLETENESS,3
sound thrashing,👂🗑️,"[':ear:', ':wastebasket:']",Direct,COMPLETENESS,3
sound advice,🤔,[':thinking_face:'],Single,REASONABLENESS,1
sound advice,🔊🗣️,"[':speaker_high_volume:', ':speaking_head:']",Direct,REASONABLENESS,3
sound advice,👍🗣️,"[':thumbs_up:', ':speaking_head:']",Direct,REASONABLENESS,3
sound advice,🗣️🧏‍♂️💯,"[':speaking_head:', ':deaf_man:', ':hundred_points:']",Direct,REASONABLENESS,4
sound advice,🔊🗣️,"[':speaker_high_volume:', ':speaking_head:']",Direct,REASONABLENESS,3
sound advice,👍🏻🎙🗣,"[':thumbs_up_light_skin_tone:', ':studio_microphone:', ':speaking_head:']",Direct,REASONABLENESS,3
sound advice,👦🗣️👩🤔👍,"[':boy:', ':speaking_head:', ':woman:', ':thinking_face:', ':thumbs_up:']",Metaphorical,REASONABLENESS,5
sound advice,👍🧏‍♀️,"[':thumbs_up:', ':deaf_woman:']",Metaphorical,REASONABLENESS,3
sound advice,👂💬,"[':ear:', ':speech_balloon:']",Metaphorical,REASONABLENESS,3
